"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FS","2018-05-27","87.3","-2.1034","5.4080","Masahiro Tanaka",545361,547888,"null","foul",,,,,"9","null","R","R","R","NYY","LAA","S","null","null",3,2,2018,"-1.0420","0.1317","0.3063","1.7732","null","null","446359.00",0,1,"Top","null","null",,,596142,,"180527_171551","7.7921","-126.9476","-2.9235","-12.4717","21.4431","-30.4750","3.4670","1.5890","3","84.1","-32.3171","86.9310","1276","5.7040",530191,547888,596142,595885,435522,609280,544369,458731,543305,519317,"54.7940","null","null","null","null","null","null","null",2,"9","Split Finger",0,0,0,0,0,0,0,0,"Standard","Standard"
"FS","2018-05-27","88.3","-2.1025","5.4654","Masahiro Tanaka",545361,547888,"null","blocked_ball",,,,,"14","null","R","R","R","NYY","LAA","B","null","null",2,2,2018,"-1.3158","0.4190","0.2964","-0.8032","null","null","446359.00",0,1,"Top","null","null",,,596142,,"180527_171518","8.3242","-127.9593","-9.8212","-15.7050","24.7994","-26.0268","3.4670","1.5890","null","null","null","86.8930","1517","5.4890",530191,547888,596142,595885,435522,609280,544369,458731,543305,519317,"55.0087","null","null","null","null","null","null","null",2,"8","Split Finger",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2018-05-27","85.2","-2.2893","5.3909","Masahiro Tanaka",545361,547888,"null","ball",,,,,"14","null","R","R","R","NYY","LAA","B","null","null",1,2,2018,"0.2197","0.5981","1.3238","1.3171","null","null","446359.00",0,1,"Top","null","null",,,596142,,"180527_171453","7.9199","-123.7259","-4.3403","0.6334","24.3367","-25.6105","3.4670","1.5890","null","null","null","83.8400","2468","5.4740",530191,547888,596142,595885,435522,609280,544369,458731,543305,519317,"55.0237","null","null","null","null","null","null","null",2,"7","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-05-27","93.1","-1.9061","5.5219","Masahiro Tanaka",545361,547888,"null","foul",,,,,"9","null","R","R","R","NYY","LAA","S","null","null",1,2,2018,"-0.9935","1.6938","0.3028","2.0568","null","null","446359.00",0,1,"Top","null","null",,,596142,,"180527_171415","7.6917","-135.1714","-6.6609","-13.5527","28.2380","-10.6529","3.4670","1.5890","52","79.4","0.6471","92.0810","2340","5.7090",530191,547888,596142,595885,435522,609280,544369,458731,543305,519317,"54.7895","null","null","null","null","null","null","null",2,"6","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FS","2018-05-27","87.2","-2.1450","5.5165","Masahiro Tanaka",545361,547888,"null","foul",,,,,"14","null","R","R","R","NYY","LAA","S","null","null",1,2,2018,"-1.1037","0.0682","0.3762","0.7306","null","null","446359.00",0,1,"Top","null","null",,,596142,,"180527_171341","8.1154","-126.5509","-5.3740","-13.1617","25.3020","-30.6387","3.4670","1.5890","2","62.4","-22.2096","85.8410","1439","5.5170",530191,547888,596142,595885,435522,609280,544369,458731,543305,519317,"54.9808","null","null","null","null","null","null","null",2,"5","Split Finger",0,0,0,0,0,0,0,0,"Standard","Standard"
"FS","2018-05-27","86.7","-1.9916","5.6023","Masahiro Tanaka",545361,547888,"null","foul",,,,,"14","null","R","R","R","NYY","LAA","S","null","null",1,2,2018,"-0.7852","0.2283","0.9411","1.4806","null","null","446359.00",0,1,"Top","null","null",,,596142,,"180527_171308","8.4005","-125.9657","-4.0934","-9.6620","22.4756","-29.3012","3.4670","1.5890","null","null","null","85.6300","1477","5.4140",530191,547888,596142,595885,435522,609280,544369,458731,543305,519317,"55.0842","null","null","null","null","null","null","null",2,"4","Split Finger",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-05-27","89.5","-2.2858","5.3801","Masahiro Tanaka",545361,547888,"null","foul",,,,,"6","null","R","R","R","NYY","LAA","S","null","null",1,1,2018,"-0.6569","1.3832","0.5344","2.7560","null","null","446359.00",0,1,"Top","null","null",,,596142,,"180527_171220","8.2454","-129.8794","-3.2514","-9.1254","28.8074","-16.3386","3.4670","1.5890","null","null","null","88.4850","2288","5.9410",530191,547888,596142,595885,435522,609280,544369,458731,543305,519317,"54.5569","null","null","null","null","null","null","null",2,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-05-27","91.8","-2.1487","5.4676","Masahiro Tanaka",545361,547888,"null","ball",,,,,"1","null","R","R","R","NYY","LAA","B","null","null",0,1,2018,"-0.8937","1.5075","-0.8110","3.5851","null","null","446359.00",0,1,"Top","null","null",,,596142,,"180527_171157","5.2267","-133.5888","-2.1144","-11.6027","27.4046","-14.2094","3.4670","1.5890","null","null","null","91.1610","2236","5.7910",530191,547888,596142,595885,435522,609280,544369,458731,543305,519317,"54.7067","null","null","null","null","null","null","null",2,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2018-05-27","89.3","-2.1268","5.4836","Masahiro Tanaka",545361,547888,"null","called_strike",,,,,"14","null","R","R","R","NYY","LAA","S","null","null",0,0,2018,"-0.4917","1.4174","0.8679","1.7016","null","null","446359.00",0,1,"Top","null","null",,,596142,,"180527_171135","8.2974","-129.5308","-6.0890","-7.2585","28.7058","-15.4531","3.4670","1.5890","null","null","null","88.1440","2267","5.8800",530191,547888,596142,595885,435522,609280,544369,458731,543305,519317,"54.6179","null","null","null","null","null","null","null",2,"1","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-05-27","92.8","-2.1629","5.4980","Masahiro Tanaka",446359,547888,"single","hit_into_play_no_out",,,,,"5","Zack Cozart singles on a fly ball to right fielder Giancarlo Stanton.  ","R","R","R","NYY","LAA","X","null","fly_ball",0,0,2018,"-1.0596","1.5651","0.0611","2.3885","null","null","null",0,1,"Top","151.02","106.23",,,596142,,"180527_171053","7.8460","-134.6484","-5.3644","-14.3749","31.5676","-12.6677","3.3710","1.5350","231","71.9","31.8390","91.2940","2135","5.7190",530191,547888,596142,595885,435522,609280,544369,458731,543305,519317,"54.7786","0.447","0.463","0.90",1,1,0,3,1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2018-05-21","90.3","-2.4443","5.1995","Masahiro Tanaka",608577,547888,"grounded_into_double_play","hit_into_play",,,,,"3","Nomar Mazara grounds into a double play, pitcher Masahiro Tanaka to shortstop Didi Gregorius to first baseman Tyler Austin.   Isiah Kiner-Falefa out at 2nd.  ","R","L","R","TEX","NYY","X",1,"ground_ball",0,1,2018,"0.0282","0.8097","0.4180","3.0503","null","null","643396.00",1,5,"Bot","127.57","195.45",,,596142,,"180522_015230","6.9570","-131.3590","-1.1208","-0.9769","24.4737","-23.0201","3.2446","1.4365","5","57.1","-31.3530","89.3920","2345","5.4770",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"55.0220","0.079","0.080","0.00",1,0,0,1,47,"2","Slider",4,5,4,5,5,4,4,5,"Infield shift","Standard"
"SL","2018-05-21","83.7","-2.6245","5.1677","Masahiro Tanaka",608577,547888,"null","called_strike",,,,,"4","null","R","L","R","TEX","NYY","S","null","null",0,0,2018,"0.6869","0.0513","-0.7730","2.5482","null","null","643396.00",1,5,"Bot","null","null",,,596142,,"180522_015156","2.9098","-121.6109","0.3061","5.9582","24.9150","-32.0273","3.4487","1.5651","null","null","null","81.9750","2371","5.3130",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"55.1862","null","null","null","null","null","null","null",47,"1","Slider",4,5,4,5,5,4,4,5,"Infield shift","Standard"
"SL","2018-05-21","89.7","-2.5760","5.1987","Masahiro Tanaka",643396,547888,"force_out","hit_into_play",,,,,"2","Isiah Kiner-Falefa ground bunts into a force out, pitcher Masahiro Tanaka to shortstop Didi Gregorius.   Shin-Soo Choo out at 2nd.    Isiah Kiner-Falefa to 1st.  ","R","R","R","TEX","NYY","X",1,"ground_ball",0,0,2018,"-0.2554","0.8187","0.0450","3.2795","null","null","425783.00",0,5,"Bot","125.72","202.88",,,596142,,"180522_015011","6.9241","-130.4251","-0.4702","-4.2299","25.7517","-23.1375","3.5222","1.3400","2","34.6","-61.9295","88.9100","2302","5.7040",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.7944","0.222","0.189","0.00",1,0,0,1,46,"1","Slider",4,5,4,5,5,4,4,5,"Standard","Standard"
"SL","2018-05-21","89.3","-2.5104","5.2537","Masahiro Tanaka",425783,547888,"single","hit_into_play_no_out",,,,,"6","Shin-Soo Choo singles on a soft ground ball to left fielder Brett Gardner.  ","R","L","R","TEX","NYY","X","null","ground_ball",1,1,2018,"-0.0088","0.9802","0.6694","2.4598","null","null","null",0,5,"Bot","103.54","147.96",,,596142,,"180522_014928","7.7424","-129.7741","-2.8891","-1.5237","23.8976","-20.9552","3.0435","1.3158","139","57.0","23.7100","88.6040","2353","5.6610",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.8378","0.329","0.260","0.90",1,1,0,1,45,"3","Slider",4,5,4,5,5,4,4,5,"Infield shift","Standard"
"SL","2018-05-21","88.8","-2.3851","5.2199","Masahiro Tanaka",425783,547888,"null","ball",,,,,"14","null","R","L","R","TEX","NYY","B","null","null",0,1,2018,"0.1040","0.9943","1.4621","1.8769","null","null","null",0,5,"Bot","null","null",,,596142,,"180522_014904","9.0970","-128.9705","-4.1516","-0.5761","24.3917","-20.6660","3.3547","1.5730","null","null","null","88.1250","2373","5.7700",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.7292","null","null","null","null","null","null","null",45,"2","Slider",4,5,4,5,5,4,4,5,"Infield shift","Standard"
"SL","2018-05-21","82.4","-2.5283","5.3623","Masahiro Tanaka",425783,547888,"null","called_strike",,,,,"7","null","R","L","R","TEX","NYY","S","null","null",0,0,2018,"0.8613","-0.3839","-0.5442","1.9800","null","null","null",0,5,"Bot","null","null",,,596142,,"180522_014851","2.8390","-119.7605","-0.3479","7.2951","26.2378","-35.9308","3.4290","1.4658","null","null","null","80.4270","2385","5.3070",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"55.1914","null","null","null","null","null","null","null",45,"1","Slider",4,5,4,5,5,4,4,5,"Infield shift","Standard"
"SL","2018-05-21","89.4","-2.4905","5.2507","Masahiro Tanaka",592261,547888,"field_out","hit_into_play",,,,,"3","Delino DeShields grounds out, pitcher Masahiro Tanaka to first baseman Tyler Austin.  ","R","R","R","TEX","NYY","X",1,"ground_ball",2,0,2018,"0.2374","0.8621","0.5780","2.6338","null","null","608597.00",2,4,"Bot","126.36","196.66",,,596142,,"180522_012752","6.9637","-130.0312","-2.2157","1.3108","24.5923","-22.4477","3.1944","1.2857","12","70.7","-10.9670","88.3500","2348","5.4390",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"55.0597","0.065","0.070","0.00",1,0,0,2,38,"3","Slider",4,4,4,4,4,4,4,4,"Infield shift","Standard"
"SL","2018-05-21","88.5","-2.5493","5.1356","Masahiro Tanaka",592261,547888,"null","ball",,,,,"2","null","R","R","R","TEX","NYY","B","null","null",1,0,2018,"0.3424","0.5614","0.2623","3.3939","null","null","608597.00",2,4,"Bot","null","null",,,596142,,"180522_012641","6.0825","-128.7923","0.5947","2.6400","23.2915","-26.3716","3.3231","1.5951","null","null","null","87.7850","2293","5.5460",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.9524","null","null","null","null","null","null","null",38,"2","Slider",4,4,4,4,4,4,4,4,"Standard","Standard"
"CU","2018-05-21","75.3","-2.3132","5.3397","Masahiro Tanaka",592261,547888,"null","ball",,,,,"11","null","R","R","R","TEX","NYY","B","null","null",0,0,2018,"0.9256","-0.6459","-1.2885","3.5672","null","null","608597.00",2,4,"Bot","null","null",,,596142,,"180522_012617","0.5427","-109.4438","4.4219","7.0975","18.2355","-38.1832","3.3771","1.6172","null","null","null","73.9790","2443","5.2430",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"55.2555","null","null","null","null","null","null","null",38,"1","Curveball",4,4,4,4,4,4,4,4,"Standard","Standard"
"SL","2018-05-21","83.1","-2.4823","5.2523","Masahiro Tanaka",608597,547888,"hit_by_pitch","hit_by_pitch",,,,,"14","Ronald Guzman hit by pitch.  ","R","L","R","TEX","NYY","B","null","null",0,2,2018,"0.6579","0.5844","1.8114","1.7091","null","null","null",2,4,"Bot","null","null",,,596142,,"180522_012532","8.4308","-120.5054","-2.6459","4.4841","24.5493","-26.3969","3.7978","1.5180","null","null","null","81.4870","2452","5.4990",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.9998","null","null","0.70",1,0,0,"null",37,"4","Slider",4,4,4,4,4,4,4,4,"Infield shift","Standard"
"FS","2018-05-21","87.8","-2.3151","5.3079","Masahiro Tanaka",608597,547888,"null","foul",,,,,"13","null","R","L","R","TEX","NYY","S","null","null",0,2,2018,"-0.8437","-0.0876","-0.4819","1.0182","null","null","null",2,4,"Bot","null","null",,,596142,,"180522_012507","6.0459","-127.6401","-4.0792","-10.1772","23.9374","-32.5791","3.7978","1.5180","null","null","null","86.9490","1437","5.6030",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.8957","null","null","null","null","null","null","null",37,"3","Split Finger",4,4,4,4,4,4,4,4,"Infield shift","Standard"
"FS","2018-05-21","85.9","-2.3343","5.2913","Masahiro Tanaka",608597,547888,"null","foul",,,,,"7","null","R","L","R","TEX","NYY","S","null","null",0,1,2018,"-0.8536","0.2540","-0.2839","1.5368","null","null","null",2,4,"Bot","null","null",,,596142,,"180522_012447","6.4516","-124.8895","-3.1333","-9.9725","23.4490","-29.2128","3.7978","1.5180","2","64.0","-37.1061","85.0780","1493","5.6520",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.8471","null","null","null","null","null","null","null",37,"2","Split Finger",4,4,4,4,4,4,4,4,"Infield shift","Standard"
"FS","2018-05-21","85.9","-2.4121","5.3467","Masahiro Tanaka",608597,547888,"null","swinging_strike",,,,,"7","null","R","L","R","TEX","NYY","S","null","null",0,0,2018,"-1.1924","0.7306","-0.7300","2.1273","null","null","null",2,4,"Bot","null","null",,,596142,,"180522_012431","6.2845","-124.9944","-2.8527","-13.4931","22.7253","-24.3075","3.7978","1.5180","null","null","null","85.4850","1550","5.8030",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.6955","null","null","null","null","null","null","null",37,"1","Split Finger",4,4,4,4,4,4,4,4,"Infield shift","Standard"
"FS","2018-05-21","87.8","-2.4159","5.3787","Masahiro Tanaka",455139,547888,"strikeout","swinging_strike_blocked",,,,,"8","Robinson Chirinos strikes out swinging, catcher Gary Sanchez to first baseman Tyler Austin.  ","R","R","R","TEX","NYY","S",2,"null",2,2,2018,"-1.0329","0.7312","-0.2019","1.5165","null","null","null",1,4,"Bot","null","null",,,596142,,"180522_012406","7.3070","-127.5900","-4.6736","-12.3854","23.3993","-23.7269","2.9028","1.2153","null","null","null","86.8470","1570","5.5160",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.9828","null","null","0.00",1,0,0,"null",36,"5","Split Finger",4,4,4,4,4,4,4,4,"Standard","Standard"
"FF","2018-05-21","92.9","-2.2204","5.3307","Masahiro Tanaka",455139,547888,"null","ball",,,,,"12","null","R","R","R","TEX","NYY","B","null","null",1,2,2018,"-0.3943","1.3465","0.0369","3.8239","null","null","null",1,4,"Bot","null","null",,,596142,,"180522_012339","6.5564","-135.1815","-1.0267","-6.0080","25.1885","-15.8473","3.1598","1.5039","null","null","null","92.5570","2200","5.7620",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.7364","null","null","null","null","null","null","null",36,"4","4-Seam Fastball",4,4,4,4,4,4,4,4,"Standard","Standard"
"SL","2018-05-21","88.8","-2.4607","5.2348","Masahiro Tanaka",455139,547888,"null","called_strike",,,,,"3","null","R","R","R","TEX","NYY","S","null","null",1,1,2018,"0.0431","0.8465","0.7056","2.9417","null","null","null",1,4,"Bot","null","null",,,596142,,"180522_012320","7.5638","-129.2394","-1.3684","-0.8363","22.4185","-22.7973","3.2669","1.6325","null","null","null","88.2930","2246","5.5900",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.9084","null","null","null","null","null","null","null",36,"3","Slider",4,4,4,4,4,4,4,4,"Infield shift","Standard"
"SL","2018-05-21","82.7","-2.4680","5.2544","Masahiro Tanaka",455139,547888,"null","ball",,,,,"9","null","R","R","R","TEX","NYY","B","null","null",0,1,2018,"1.2424","-0.3715","0.7858","1.4475","null","null","null",1,4,"Bot","null","null",,,596142,,"180522_012302","5.0044","-120.3722","-1.5405","10.9665","20.8463","-35.6748","3.1598","1.4396","null","null","null","81.9630","2424","5.5370",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.9617","null","null","null","null","null","null","null",36,"2","Slider",4,4,4,4,4,4,4,4,"Infield shift","Standard"
"SL","2018-05-21","88.5","-2.4922","5.2569","Masahiro Tanaka",455139,547888,"null","swinging_strike",,,,,"12","null","R","R","R","TEX","NYY","S","null","null",0,0,2018,"0.0748","0.7451","0.3901","3.4330","null","null","null",1,4,"Bot","null","null",,,596142,,"180522_012247","6.7829","-128.7422","0.0257","-0.3822","22.7713","-24.2522","2.9021","1.2146","null","null","null","87.8190","2303","5.5480",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.9504","null","null","null","null","null","null","null",36,"1","Slider",4,4,4,4,4,4,4,4,"Infield shift","Standard"
"FS","2018-05-21","88.9","-2.4099","5.2912","Masahiro Tanaka",596059,547888,"home_run","hit_into_play_score",,,,,"4","Rougned Odor homers (1) on a fly ball to right center field.    Jurickson Profar scores.    Joey Gallo scores.  ","R","L","R","TEX","NYY","X","null","fly_ball",1,1,2018,"-0.9479","0.2305","-0.4972","1.7668","null","595777.00","608336.00",1,4,"Bot","190.31","28.21",,,596142,,"180522_012155","6.5360","-129.2242","-3.0774","-11.6746","24.2022","-29.2811","2.9222","1.1643","429","105.7","22.9200","88.1880","1557","5.6770",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.8219","0.975","1.836","2.00",1,0,3,6,35,"3","Split Finger",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"FF","2018-05-21","93.4","-2.5190","5.2153","Masahiro Tanaka",596059,547888,"null","swinging_strike",,,,,"13","null","R","L","R","TEX","NYY","S","null","null",1,0,2018,"-0.6628","1.5230","-0.9271","1.5025","null","595777.00","608336.00",1,4,"Bot","null","null",,,596142,,"180522_012119","5.4586","-135.6742","-7.0105","-9.1838","28.2847","-12.4575","2.9229","1.1650","null","null","null","92.5270","2312","5.7590",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.7397","null","null","null","null","null","null","null",35,"2","4-Seam Fastball",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"FS","2018-05-21","89.6","-2.3804","5.2629","Masahiro Tanaka",596059,547888,"null","blocked_ball",,,,,"13","null","R","L","R","TEX","NYY","B","null","null",0,0,2018,"-1.1189","0.2031","-0.0770","0.1185","null","595777.00","608336.00",1,4,"Bot","null","null",,,596142,,"180522_012039","7.8526","-129.9997","-7.0258","-13.9483","25.3205","-28.7872","3.2227","1.2722","null","null","null","88.4680","1530","5.5870",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.9113","null","null","null","null","null","null","null",35,"1","Split Finger",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"SL","2018-05-21","86.1","-2.4739","5.1819","Masahiro Tanaka",608336,547888,"walk","ball",,,,,"14","Joey Gallo walks.  ","R","L","R","TEX","NYY","B","null","null",3,2,2018,"0.5170","-0.0464","1.3302","0.9755","null","595777.00","null",1,4,"Bot","null","null",,,596142,,"180522_011943","7.8544","-124.9375","-3.4829","3.4121","28.2086","-32.1508","3.7190","1.8170","null","null","null","84.0210","2607","5.3550",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"55.1442","null","null","0.70",1,0,0,"null",34,"8","Slider",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"FS","2018-05-21","88.6","-2.5010","5.2473","Masahiro Tanaka",608336,547888,"null","foul",,,,,"13","null","R","L","R","TEX","NYY","S","null","null",3,2,2018,"-0.9204","0.0179","-0.2090","1.2875","null","595777.00","null",1,4,"Bot","null","null",,,596142,,"180522_011909","7.3333","-128.8899","-3.6979","-11.3260","21.8773","-31.5630","3.4961","1.5070","null","null","null","87.9170","1577","5.4700",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"55.0291","null","null","null","null","null","null","null",34,"7","Split Finger",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"CU","2018-05-21","79.0","-2.6176","5.2092","Masahiro Tanaka",608336,547888,"null","blocked_ball",,,,,"14","null","R","L","R","TEX","NYY","B","null","null",2,2,2018,"0.5112","-0.6289","0.5016","0.6513","null","null","595777.00",1,4,"Bot","null","null",,,596142,,"180522_011829","5.7619","-114.7752","-1.9442","3.2773","21.5035","-37.4398","3.6976","1.7741","null","null","null","77.4810","2624","5.3220",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"55.1766","null","null","null","null","null","null","null",34,"6","Curveball",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"FS","2018-05-21","87.1","-2.5052","5.2583","Masahiro Tanaka",608336,547888,"null","blocked_ball",,,,,"13","null","R","L","R","TEX","NYY","B","null","null",1,2,2018,"-0.9608","0.0786","-0.5335","0.3910","null","null","595777.00",1,4,"Bot","null","null",,,596142,,"180522_011747","6.5393","-126.5507","-5.6059","-11.3382","24.5157","-30.5078","3.7404","1.7527","null","null","null","85.9680","1520","5.5330",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.9662","null","null","null","null","null","null","null",34,"5","Split Finger",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"SL","2018-05-21","84.5","-2.5553","5.1674","Masahiro Tanaka",608336,547888,"null","foul",,,,,"8","null","R","L","R","TEX","NYY","S","null","null",1,2,2018,"0.4844","0.1428","0.1044","1.7101","null","null","595777.00",1,4,"Bot","null","null",,,596142,,"180522_011715","5.1726","-122.8087","-1.9586","3.7830","23.2039","-30.6509","3.4961","1.5070","178","69.8","34.7706","83.2310","2504","5.4130",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"55.0862","null","null","null","null","null","null","null",34,"4","Slider",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"FS","2018-05-21","87.3","-2.5012","5.3717","Masahiro Tanaka",608336,547888,"null","swinging_strike",,,,,"4","null","R","L","R","TEX","NYY","S","null","null",1,1,2018,"-0.5696","1.0769","-0.5704","2.4977","null","null","595777.00",1,4,"Bot","null","null",,,596142,,"180522_011612","5.6836","-126.9238","-2.9254","-7.0436","22.7403","-20.4858","3.4961","1.5070","null","null","null","86.3810","1399","5.4720",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"55.0264","null","null","null","null","null","null","null",34,"3","Split Finger",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"FF","2018-05-21","92.8","-2.5443","5.2053","Masahiro Tanaka",608336,547888,"null","ball",,,,,"11","null","R","L","R","TEX","NYY","B","null","null",0,1,2018,"-0.8671","1.3428","-0.7108","4.7451","null","null","595777.00",1,4,"Bot","null","null",,,596142,,"180522_011543","6.4375","-134.9378","1.6867","-11.6521","26.5020","-16.6482","3.7619","1.7741","null","null","null","91.9210","2302","5.5840",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.9144","null","null","null","null","null","null","null",34,"2","4-Seam Fastball",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"FS","2018-05-21","87.1","-2.5365","5.3087","Masahiro Tanaka",608336,547888,"null","swinging_strike",,,,,"13","null","R","L","R","TEX","NYY","S","null","null",0,0,2018,"-1.1322","0.1602","-0.3331","1.1619","null","null","595777.00",1,4,"Bot","null","null",,,596142,,"180522_011515","7.4141","-126.6194","-4.1308","-13.2314","21.7517","-29.9903","3.4961","1.5070","null","null","null","86.3260","1645","5.4960",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"55.0029","null","null","null","null","null","null","null",34,"1","Split Finger",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"FF","2018-05-21","92.1","-2.5221","5.1706","Masahiro Tanaka",595777,547888,"walk","ball",,,,,"11","Jurickson Profar walks.  ","R","L","R","TEX","NYY","B","null","null",3,0,2018,"-0.8413","1.2815","-1.1428","3.8277","null","null","null",1,4,"Bot","null","null",,,596142,,"180522_011436","5.2323","-134.1143","-0.3650","-11.0252","25.6259","-17.0494","3.4037","1.5463","null","null","null","91.6980","2161","5.7480",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.7513","null","null","0.70",1,0,0,"null",33,"4","4-Seam Fastball",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"FF","2018-05-21","92.5","-2.4747","5.2432","Masahiro Tanaka",595777,547888,"null","ball",,,,,"11","null","R","L","R","TEX","NYY","B","null","null",2,0,2018,"-0.8191","1.3580","-1.2529","2.9234","null","null","null",1,4,"Bot","null","null",,,596142,,"180522_011416","4.7983","-134.6134","-2.9914","-10.7522","27.7436","-15.6076","3.4680","1.6535","null","null","null","91.6800","2188","5.6760",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.8226","null","null","null","null","null","null","null",33,"3","4-Seam Fastball",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"FF","2018-05-21","91.9","-2.6097","5.2487","Masahiro Tanaka",595777,547888,"null","ball",,,,,"13","null","R","L","R","TEX","NYY","B","null","null",1,0,2018,"-0.9410","1.3324","-1.7600","2.4690","null","null","null",1,4,"Bot","null","null",,,596142,,"180522_011356","4.0835","-133.7190","-4.0139","-11.8906","25.9840","-15.9069","3.4680","1.6535","null","null","null","91.2060","2188","5.6520",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"54.8469","null","null","null","null","null","null","null",33,"2","4-Seam Fastball",1,4,1,4,4,1,1,4,"Infield shift","Standard"
"SL","2018-05-21","81.0","-2.7045","5.3005","Masahiro Tanaka",595777,547888,"null","ball",,,,,"1","null","R","L","R","TEX","NYY","B","null","null",0,0,2018,"1.0474","-0.0182","-0.8065","3.4900","null","null","null",1,4,"Bot","null","null",,,596142,,"180522_011340","2.2842","-117.7781","2.4716","9.0322","19.4575","-32.9907","3.4037","1.5678","null","null","null","79.5830","2514","5.0580",530114,547888,596142,592122,650402,435522,544369,458731,543305,592450,"55.4407","null","null","null","null","null","null","null",33,"1","Slider",1,4,1,4,4,1,1,4,"Infield shift","Standard"
