"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SL","2018-05-06","83.4","-2.3792","5.7086","Shohei Ohtani",443558,660271,"null","swinging_strike",,,,,"9","null","R","R","R","SEA","LAA","S","null","null",1,1,2018,"1.0663","0.1252","0.8215","1.7463","null","null","null",1,4,"Bot","null","null",,,425784,,"180506_212004","5.2702","-121.4623","-2.9463","9.5267","22.7006","-30.6039","3.6540","1.6744","null","null","null","83.4030","2279","6.1420",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.3576","null","null","null","null","null","null","null",32,"3","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","98.5","-2.3323","5.7497","Shohei Ohtani",443558,660271,"null","ball",,,,,"13","null","R","R","R","SEA","LAA","B","null","null",0,1,2018,"-0.3076","1.2998","-0.9915","2.4255","null","null","null",1,4,"Bot","null","null",,,425784,,"180506_211945","4.4256","-143.4353","-6.7530","-5.3380","32.4039","-12.4999","3.6842","1.7567","null","null","null","99.8070","2068","6.9210",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.5790","null","null","null","null","null","null","null",32,"2","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"SL","2018-05-06","82.1","-2.4407","5.7594","Shohei Ohtani",443558,660271,"null","called_strike",,,,,"14","null","R","R","R","SEA","LAA","S","null","null",0,0,2018,"1.2601","-0.0972","0.9639","2.0735","null","null","null",1,4,"Bot","null","null",,,425784,,"180506_211926","5.2686","-119.4136","-1.5970","10.9264","23.1656","-33.0140","3.6942","1.7872","null","null","null","81.7800","2351","6.1160",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.3841","null","null","null","null","null","null","null",32,"1","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"SL","2018-05-06","82.6","-2.4014","5.7730","Shohei Ohtani",429664,660271,"field_out","hit_into_play",,,,,"5","Robinson Cano flies out to right fielder Jabari Blash.  ","R","L","R","SEA","LAA","X",9,"fly_ball",1,1,2018,"1.3755","-0.0987","0.1658","2.5956","null","null","null",0,4,"Bot","157.81","54.10",,,425784,,"180506_211856","3.1845","-120.1571","-0.5216","12.4968","23.8656","-33.2513","3.7345","1.6845","350","92.7","29.7060","82.0370","2194","5.9850",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.5144","0.190","0.303","0.00",1,0,0,3,31,"3","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","97.2","-2.3183","5.7856","Shohei Ohtani",429664,660271,"null","swinging_strike",,,,,"4","null","R","L","R","SEA","LAA","S","null","null",1,0,2018,"-0.2755","1.1494","-0.5464","3.0644","null","null","null",0,4,"Bot","null","null",,,425784,,"180506_211821","5.4187","-141.5408","-4.4846","-4.9132","30.3461","-15.7529","3.7345","1.6845","null","null","null","98.0560","1996","6.5970",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.9031","null","null","null","null","null","null","null",31,"2","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","96.7","-2.2906","5.9700","Shohei Ohtani",429664,660271,"null","ball",,,,,"11","null","R","L","R","SEA","LAA","B","null","null",0,0,2018,"-0.6130","1.2149","-0.8771","3.1897","null","null","null",0,4,"Bot","null","null",,,425784,,"180506_211804","5.1886","-140.7586","-4.6897","-9.3196","29.7218","-15.0786","3.7958","1.8687","null","null","null","97.3300","1967","6.4730",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.0264","null","null","null","null","null","null","null",31,"1","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"SL","2018-05-06","81.3","-2.4795","5.6941","Shohei Ohtani",516416,660271,"field_out","hit_into_play",,,,,"7","Jean Segura grounds out, second baseman Ian Kinsler to first baseman Luis Valbuena.  ","R","R","R","SEA","LAA","X",4,"ground_ball",2,0,2018,"1.0580","0.0704","-0.5049","2.0314","null","null","null",2,3,"Bot","138.35","139.92",,,425784,,"180506_210247","2.4163","-118.3780","-1.7681","9.4107","21.4301","-31.4214","3.3054","1.4868","121","70.3","10.4420","81.0330","2345","5.9570",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.5424","0.297","0.264","0.00",1,0,0,2,25,"3","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"SL","2018-05-06","81.6","-2.3696","5.7099","Shohei Ohtani",516416,660271,"null","ball",,,,,"14","null","R","R","R","SEA","LAA","B","null","null",1,0,2018,"1.5636","-0.4273","0.7859","0.3345","null","null","null",2,3,"Bot","null","null",,,425784,,"180506_210228","4.1017","-118.7339","-4.6642","13.8552","23.3075","-35.4950","3.1312","1.5482","null","null","null","81.3210","2309","6.1600",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.3397","null","null","null","null","null","null","null",25,"2","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"FS","2018-05-06","86.7","-2.1798","5.9148","Shohei Ohtani",516416,660271,"null","ball",,,,,"13","null","R","R","R","SEA","LAA","B","null","null",0,0,2018,"-0.4384","0.0594","-1.0501","1.5189","null","null","null",2,3,"Bot","null","null",,,425784,,"180506_210211","3.5650","-126.1416","-4.4283","-5.3374","24.7373","-30.9000","3.1722","1.6096","null","null","null","86.3920","1219","6.0210",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.4785","null","null","null","null","null","null","null",25,"1","Split Finger",0,2,0,2,2,0,0,2,"Standard","Standard"
"SL","2018-05-06","83.0","-2.3857","5.7095","Shohei Ohtani",543829,660271,"field_out","hit_into_play",,,,,"8","Dee Gordon flies out to right fielder Jabari Blash.  ","R","L","R","SEA","LAA","X",9,"fly_ball",1,2,2018,"1.5714","-0.3313","-0.0075","1.9275","null","null","null",1,3,"Bot","184.15","84.83",,,425784,,"180506_210143","2.3822","-120.8864","-1.5552","14.8942","23.2680","-35.3297","3.3054","1.3761","302","82.4","27.4790","83.0270","2446","6.2300",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.2699","0.102","0.129","0.00",1,0,0,3,24,"4","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","97.8","-2.3698","5.7398","Shohei Ohtani",543829,660271,"null","foul",,,,,"8","null","R","L","R","SEA","LAA","S","null","null",1,1,2018,"-0.4767","1.3281","-0.0381","1.4580","null","null","null",1,3,"Bot","null","null",,,425784,,"180506_210108","7.4198","-142.0795","-9.1590","-8.1769","31.8187","-12.1707","3.3054","1.3761","255","74.7","43.1417","98.2280","2081","6.5700",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.9296","null","null","null","null","null","null","null",24,"3","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Strategic"
"FS","2018-05-06","86.6","-2.2980","5.9263","Shohei Ohtani",543829,660271,"null","ball",,,,,"13","null","R","L","R","SEA","LAA","B","null","null",0,1,2018,"-0.4478","0.0938","-1.1200","2.0046","null","null","null",1,3,"Bot","null","null",,,425784,,"180506_210048","3.6894","-126.0570","-3.3362","-5.4563","25.5466","-30.7453","3.5714","1.7960","null","null","null","86.1170","1311","5.9550",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.5445","null","null","null","null","null","null","null",24,"2","Split Finger",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","96.9","-2.3241","5.7898","Shohei Ohtani",543829,660271,"null","called_strike",,,,,"8","null","R","L","R","SEA","LAA","S","null","null",0,0,2018,"-0.3510","1.3104","0.0468","2.0627","null","null","null",1,3,"Bot","null","null",,,425784,,"180506_210032","7.1584","-140.9231","-7.4488","-6.2761","30.8593","-13.1626","3.4487","1.5708","null","null","null","97.3210","2153","6.4780",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.0214","null","null","null","null","null","null","null",24,"1","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"SL","2018-05-06","83.5","-2.4560","5.8009","Shohei Ohtani",592325,660271,"strikeout","swinging_strike",,,,,"14","Ben Gamel strikes out swinging.  ","R","L","R","SEA","LAA","S",2,"null",1,2,2018,"1.2216","-0.0018","0.6458","1.3253","null","null","null",0,3,"Bot","null","null",,,425784,,"180506_205957","4.7412","-121.5292","-3.8407","11.0458","24.5820","-31.6451","3.4161","1.5270","null","null","null","83.2540","2483","6.1880",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.3118","null","null","0.00",1,0,0,"null",23,"4","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"SL","2018-05-06","81.2","-2.3852","5.7869","Shohei Ohtani",592325,660271,"null","foul",,,,,"14","null","R","L","R","SEA","LAA","S","null","null",1,1,2018,"1.6497","-0.1323","1.7166","1.1063","null","null","null",0,3,"Bot","null","null",,,425784,,"180506_205931","6.0120","-117.9161","-3.4407","13.6325","26.4507","-32.8797","3.4161","1.5270","null","null","null","79.9740","2316","5.9700",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.5303","null","null","null","null","null","null","null",23,"3","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"CU","2018-05-06","74.2","-1.9035","6.0557","Shohei Ohtani",592325,660271,"null","ball",,,,,"11","null","R","L","R","SEA","LAA","B","null","null",0,1,2018,"1.0960","-1.2429","-0.4685","4.0458","null","null","null",0,3,"Bot","null","null",,,425784,,"180506_205913","1.0491","-107.6038","5.3458","7.9518","22.4461","-42.8596","3.0782","1.4552","null","null","null","72.4290","2254","5.5960",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.9039","null","null","null","null","null","null","null",23,"2","Curveball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","95.0","-2.1717","6.0174","Shohei Ohtani",592325,660271,"null","called_strike",,,,,"4","null","R","L","R","SEA","LAA","S","null","null",0,0,2018,"-0.5405","1.5007","-0.7653","2.2189","null","null","null",0,3,"Bot","null","null",,,425784,,"180506_205851","4.8695","-138.0652","-7.5580","-7.9915","32.7320","-11.6377","3.3033","1.6395","null","null","null","94.4410","2009","6.1800",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.3200","null","null","null","null","null","null","null",23,"1","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FS","2018-05-06","87.3","-1.9508","5.8467","Shohei Ohtani",572287,660271,"force_out","hit_into_play",,,,,"9","Mike Zunino grounds into a force out, shortstop Andrelton Simmons to second baseman Ian Kinsler.   Ryon Healy out at 2nd.  ","R","R","R","SEA","LAA","X",6,"ground_ball",1,2,2018,"-0.4712","-0.0160","0.5874","1.8228","null","572122.00","592387.00",2,2,"Bot","112.36","155.78",,,425784,,"180506_204538","7.0360","-127.0113","-3.5368","-6.3922","23.5888","-31.8970","3.2821","1.3830","null","82.9","-20.6990","87.2800","1094","6.0790",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.4209","0.072","0.066","0.00",1,0,0,2,18,"4","Split Finger",0,2,0,2,2,0,0,2,"Standard","Standard"
"FS","2018-05-06","87.8","-2.0495","5.7635","Shohei Ohtani",572287,660271,"null","swinging_strike",,,,,"9","null","R","R","R","SEA","LAA","S","null","null",1,1,2018,"-0.3138","0.4375","0.6536","1.4604","null","572122.00","592387.00",2,2,"Bot","null","null",,,425784,,"180506_204509","7.1493","-127.5572","-5.1439","-4.8771","26.4592","-26.6035","3.2821","1.3830","null","null","null","87.3500","1268","6.1140",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.3862","null","null","null","null","null","null","null",18,"3","Split Finger",0,2,0,2,2,0,0,2,"Standard","Standard"
"FS","2018-05-06","88.9","-2.0511","5.8052","Shohei Ohtani",572287,660271,"null","blocked_ball",,,,,"14","null","R","R","R","SEA","LAA","B","null","null",0,1,2018,"-0.3866","0.0085","2.1502","0.1901","null","572122.00","592387.00",2,2,"Bot","null","null",,,425784,,"180506_204434","11.0962","-128.8869","-7.7371","-6.4356","24.2006","-30.8160","3.3694","1.6341","null","null","null","89.1600","1344","6.4380",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.0620","null","null","null","null","null","null","null",18,"2","Split Finger",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","98.0","-2.3605","5.6816","Shohei Ohtani",572287,660271,"null","called_strike",,,,,"9","null","R","R","R","SEA","LAA","S","null","null",0,0,2018,"-0.3808","1.1971","0.7967","1.5509","null","572122.00","592387.00",2,2,"Bot","null","null",,,425784,,"180506_204411","9.4334","-142.2652","-8.4611","-7.3221","31.8201","-14.0996","3.4003","1.6136","null","null","null","98.2920","2260","6.5290",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.9711","null","null","null","null","null","null","null",18,"1","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","96.0","-2.1641","5.6394","Shohei Ohtani",592387,660271,"walk","ball",,,,,"14","Ryon Healy walks.   Kyle Seager to 2nd.  ","R","R","R","SEA","LAA","B","null","null",3,0,2018,"-0.3533","1.2427","0.6213","0.7871","null","null","572122.00",2,2,"Bot","null","null",,,425784,,"180506_204318","8.2896","-139.3992","-10.1926","-6.6606","33.0397","-13.4310","3.3559","1.6309","null","null","null","96.8820","2130","7.0310",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.4689","null","null","0.70",1,0,0,"null",17,"4","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"SL","2018-05-06","82.3","-2.3183","5.5794","Shohei Ohtani",592387,660271,"null","blocked_ball",,,,,"14","null","R","R","R","SEA","LAA","B","null","null",2,0,2018,"1.2683","0.3213","1.4562","0.5348","null","null","572122.00",2,2,"Bot","null","null",,,425784,,"180506_204251","6.1002","-119.6014","-5.5032","10.9322","23.4182","-28.2456","3.3968","1.7333","null","null","null","82.1310","2343","6.2830",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.2164","null","null","null","null","null","null","null",17,"3","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","98.0","-2.3377","5.7007","Shohei Ohtani",592387,660271,"null","ball",,,,,"14","null","R","R","R","SEA","LAA","B","null","null",1,0,2018,"-0.4925","1.3845","0.3313","1.1740","null","null","572122.00",2,2,"Bot","null","null",,,425784,,"180506_204226","8.3830","-142.2516","-10.0030","-8.5777","30.6426","-11.1733","3.4582","1.7128","null","null","null","98.5360","2168","6.5900",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.9102","null","null","null","null","null","null","null",17,"2","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","98.2","-2.2429","5.6902","Shohei Ohtani",592387,660271,"null","ball",,,,,"14","null","R","R","R","SEA","LAA","B","null","null",0,0,2018,"-0.4749","1.4467","1.1576","1.2442","null","null","572122.00",2,2,"Bot","null","null",,,425784,,"180506_204200","10.3248","-142.4987","-9.9284","-8.8220","31.7732","-10.2978","3.4378","1.7538","null","null","null","98.4490","2272","6.5160",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.9838","null","null","null","null","null","null","null",17,"1","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FS","2018-05-06","87.9","-2.0301","5.7694","Shohei Ohtani",571745,660271,"strikeout","swinging_strike",,,,,"13","Mitch Haniger strikes out swinging.  ","R","R","R","SEA","LAA","S",2,"null",0,2,2018,"-0.5301","0.0853","-0.1171","1.1833","null","null","572122.00",1,2,"Bot","null","null",,,425784,,"180506_204114","5.7173","-127.9345","-5.2384","-6.8847","23.3776","-30.4732","3.2872","1.3881","null","null","null","88.1980","1155","6.2100",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.2898","null","null","0.00",1,0,0,"null",16,"3","Split Finger",0,2,0,2,2,0,0,2,"Standard","Standard"
"SL","2018-05-06","82.9","-2.4420","5.5560","Shohei Ohtani",571745,660271,"null","swinging_strike_blocked",,,,,"14","null","R","R","R","SEA","LAA","S","null","null",0,1,2018,"1.4379","0.2456","0.4590","0.8737","null","null","572122.00",1,2,"Bot","null","null",,,425784,,"180506_204043","3.8352","-120.7345","-4.7584","13.4070","21.5886","-29.1179","3.2872","1.3881","null","null","null","83.1790","2405","6.2460",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.2543","null","null","null","null","null","null","null",16,"2","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","97.5","-2.3747","5.6427","Shohei Ohtani",571745,660271,"null","called_strike",,,,,"8","null","R","R","R","SEA","LAA","S","null","null",0,0,2018,"-0.3867","1.2886","0.2502","1.5588","null","null","572122.00",1,2,"Bot","null","null",,,425784,,"180506_204017","8.0622","-141.7225","-8.6104","-7.0985","30.7564","-12.6559","3.3486","1.5314","null","null","null","98.8540","2101","6.9920",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.5079","null","null","null","null","null","null","null",16,"1","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","98.2","-2.2434","5.7514","Shohei Ohtani",572122,660271,"single","hit_into_play_no_out",,,,,"4","Kyle Seager singles on a ground ball to center fielder Mike Trout.  ","R","L","R","SEA","LAA","X","null","ground_ball",3,1,2018,"-0.4978","1.3469","-0.7775","2.2994","null","null","null",1,2,"Bot","137.25","96.85",,,425784,,"180506_203923","5.1304","-142.8550","-7.0462","-7.9529","30.1201","-12.2906","3.2671","1.3378","37","100.5","-1.8290","98.7230","2201","6.4080",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.0917","0.434","0.390","0.90",1,1,0,2,15,"5","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","98.4","-2.2850","5.6778","Shohei Ohtani",572122,660271,"null","ball",,,,,"13","null","R","L","R","SEA","LAA","B","null","null",2,1,2018,"-0.4629","1.2389","-0.2353","0.8151","null","null","null",1,2,"Bot","null","null",,,425784,,"180506_203859","6.7062","-142.9984","-10.7686","-7.8962","29.8339","-12.7130","3.4100","1.4811","null","null","null","99.5810","2003","6.8030",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.6966","null","null","null","null","null","null","null",15,"4","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","97.2","-2.3252","5.7606","Shohei Ohtani",572122,660271,"null","foul",,,,,"7","null","R","L","R","SEA","LAA","S","null","null",2,0,2018,"-0.6035","1.3995","-0.4924","1.8312","null","null","null",1,2,"Bot","null","null",,,425784,,"180506_203836","6.3350","-141.4033","-8.3074","-9.5372","29.7251","-11.5874","3.2503","1.3210","231","81.3","50.7774","97.9890","2204","6.5740",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.9259","null","null","null","null","null","null","null",15,"3","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","97.8","-2.1451","5.7874","Shohei Ohtani",572122,660271,"null","ball",,,,,"14","null","R","L","R","SEA","LAA","B","null","null",1,0,2018,"-0.4995","1.5076","0.0672","1.2991","null","null","null",1,2,"Bot","null","null",,,425784,,"180506_203809","7.1534","-142.0136","-10.1480","-8.4086","31.1481","-9.4978","3.4546","1.5258","null","null","null","98.3300","2274","6.6080",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.8913","null","null","null","null","null","null","null",15,"2","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"CU","2018-05-06","75.7","-1.8295","6.0675","Shohei Ohtani",572122,660271,"null","ball",,,,,"14","null","R","L","R","SEA","LAA","B","null","null",0,0,2018,"0.9247","-1.5301","1.3730","1.2443","null","null","null",1,2,"Bot","null","null",,,425784,,"180506_203748","4.9907","-109.8963","-0.2122","6.1699","22.0951","-44.3013","3.4137","1.4848","null","null","null","73.8880","2459","5.3740",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"55.1261","null","null","null","null","null","null","null",15,"1","Curveball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FS","2018-05-06","87.6","-1.9076","5.9701","Shohei Ohtani",443558,660271,"strikeout","swinging_strike_blocked",,,,,"14","Nelson Cruz strikes out swinging.  ","R","R","R","SEA","LAA","S",2,"null",0,2,2018,"-0.2917","-0.1872","1.0688","0.8251","null","null","null",0,2,"Bot","null","null",,,425784,,"180506_203707","7.7438","-127.2979","-5.9395","-4.5597","22.7941","-33.3457","3.5622","1.5826","null","null","null","87.6340","1238","6.1020",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.3978","null","null","0.00",1,0,0,"null",14,"3","Split Finger",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2018-05-06","96.8","-2.1221","5.8951","Shohei Ohtani",443558,660271,"null","foul",,,,,"5","null","R","R","R","SEA","LAA","S","null","null",0,1,2018,"-0.5289","1.3170","0.0298","2.3511","null","null","null",0,2,"Bot","null","null",,,425784,,"180506_203649","6.9876","-140.8296","-6.9769","-8.6297","30.7893","-13.1606","3.5622","1.5826","null","null","null","97.3710","2189","6.5410",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.9587","null","null","null","null","null","null","null",14,"2","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"SL","2018-05-06","79.8","-2.2545","5.8818","Shohei Ohtani",443558,660271,"null","called_strike",,,,,"9","null","R","R","R","SEA","LAA","S","null","null",0,0,2018,"1.0047","0.4745","0.5014","2.2634","null","null","null",0,2,"Bot","null","null",,,425784,,"180506_203633","4.1752","-116.1233","-2.1208","8.2198","20.7232","-27.7908","3.6434","1.6749","null","null","null","79.3330","2149","5.8580",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.6419","null","null","null","null","null","null","null",14,"1","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"CU","2018-05-06","75.2","-1.9287","5.9450","Shohei Ohtani",429664,660271,"field_out","hit_into_play",,,,,"4","Robinson Cano flies out to right fielder Jabari Blash.  ","R","L","R","SEA","LAA","X",9,"fly_ball",1,1,2018,"0.8679","-1.3846","-0.4028","2.9499","null","null","null",2,1,"Bot","175.34","65.87",,,425784,,"180506_202508","1.6384","-109.2316","3.3742","6.4420","20.9451","-43.8674","3.6259","1.5759","346","95.5","34.8670","74.0540","2478","5.7370",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.7633","0.156","0.262","0.00",1,0,0,3,8,"3","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-05-06","97.8","-2.2677","5.7560","Shohei Ohtani",429664,660271,"null","called_strike",,,,,"7","null","R","L","R","SEA","LAA","S","null","null",1,0,2018,"-0.5137","1.4310","-0.4663","1.9372","null","null","null",2,1,"Bot","null","null",,,425784,,"180506_202447","6.0862","-142.2667","-8.1939","-8.3971","31.2188","-10.8981","3.8306","1.8625","null","null","null","98.5200","2297","6.6140",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.8860","null","null","null","null","null","null","null",8,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2018-05-06","74.6","-1.8772","6.0393","Shohei Ohtani",429664,660271,"null","ball",,,,,"14","null","R","L","R","SEA","LAA","B","null","null",0,0,2018,"0.7849","-1.4045","0.4264","1.2483","null","null","null",2,1,"Bot","null","null",,,425784,,"180506_202426","3.3505","-108.4517","-0.1379","5.4076","20.8906","-43.2394","3.5850","1.6578","null","null","null","73.7130","2453","5.9090",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.5913","null","null","null","null","null","null","null",8,"1","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2018-05-06","82.3","-2.3313","5.6922","Shohei Ohtani",516416,660271,"strikeout","swinging_strike_blocked",,,,,"14","Jean Segura strikes out swinging.  ","R","R","R","SEA","LAA","S",2,"null",2,2,2018,"1.5383","-0.0219","1.4672","0.6376","null","null","null",1,1,"Bot","null","null",,,425784,,"180506_202337","5.6328","-119.6438","-4.8276","13.4552","24.7519","-31.6211","3.2135","1.3948","null","null","null","81.8660","2341","6.2140",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.2856","null","null","0.00",1,0,0,"null",7,"7","Slider",0,0,0,0,0,0,0,0,"Standard","Strategic"
"CU","2018-05-06","76.6","-1.9108","6.0156","Shohei Ohtani",516416,660271,"null","foul",,,,,"9","null","R","R","R","SEA","LAA","S","null","null",2,2,2018,"1.1491","-1.3957","0.4715","1.7030","null","null","null",1,1,"Bot","null","null",,,425784,,"180506_202310","2.9640","-111.1881","0.4955","8.5003","23.5566","-43.6720","3.2135","1.3948","4","68.2","-27.5125","74.7660","2516","5.4910",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"55.0092","null","null","null","null","null","null","null",7,"6","Curveball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"FS","2018-05-06","87.6","-2.0130","5.9815","Shohei Ohtani",516416,660271,"null","ball",,,,,"14","null","R","R","R","SEA","LAA","B","null","null",1,2,2018,"-0.3618","0.1484","1.1434","-1.1061","null","null","null",1,1,"Bot","null","null",,,425784,,"180506_202235","8.2984","-126.9584","-11.2341","-5.3839","22.4157","-28.7787","3.2235","1.6610","null","null","null","87.4540","1365","6.1140",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"54.3860","null","null","null","null","null","null","null",7,"5","Split Finger",0,0,0,0,0,0,0,0,"Standard","Strategic"
"FF","2018-05-06","98.4","-2.2176","5.7385","Shohei Ohtani",516416,660271,"null","foul",,,,,"9","null","R","R","R","SEA","LAA","S","null","null",1,2,2018,"-0.7065","1.3576","0.5593","1.3241","null","null","null",1,1,"Bot","null","null",,,425784,,"180506_202210","9.3261","-142.9501","-9.8709","-11.9805","30.9129","-11.0629","3.2135","1.3948","6","85.2","-9.7021","99.8270","2362","7.0300",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"53.4700","null","null","null","null","null","null","null",7,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2018-05-06","74.3","-1.8513","6.0635","Shohei Ohtani",516416,660271,"null","swinging_strike",,,,,"8","null","R","R","R","SEA","LAA","S","null","null",1,1,2018,"0.9640","-1.3502","-0.2638","1.6700","null","null","null",1,1,"Bot","null","null",,,425784,,"180506_202147","1.5894","-107.9094","0.5963","6.9397","20.6643","-42.7223","3.2135","1.3948","null","null","null","72.7380","2448","5.4410",529918,660271,425784,472528,435079,446359,592743,455759,545361,518466,"55.0593","null","null","null","null","null","null","null",7,"3","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
